Edad,Rotacion,ViajesNegocio,TarifaDiaria,Departamento,DistanciaCasa,Educacion,CampoEducativo,NumeroEmpleados,SatisfaccionEntorno,Genero,TarifaHora,Involucramiento,NivelPuesto,RolTrabajo,SatisfaccionLaboral,EstadoCivil,IngresoMensual,TarifaMensual,NumEmpresas,Mayor18,HorasExtra,PorcentajeAumento,Rendimiento,SatisfaccionRelacion,HorasEstandar,NivelStock,AniosTotales,CapacitacionesAnio,BalanceVidaTrabajo,AniosEmpresa,AniosRolActual,AniosDesdeAscenso,AniosConJefe
23,no,travel_rarely,160,research & development,4,1,medical,1,3,female,51,3,1,laboratory technician,2,single,3295,12862,1,y,no,13,3,3,80,0,3,3,1,3,2,1,2
39,no,non-travel,792,research & development,1,3,life sciences,1,4,male,77,3,2,laboratory technician,4,married,6472,8989,1,y,yes,15,3,4,80,1,9,2,3,9,8,5,8
32,no,travel_rarely,371,sales,19,3,life sciences,1,4,male,80,1,3,sales executive,3,married,9610,3840,3,y,no,13,3,3,80,1,10,2,1,4,3,0,2
30,no,travel_frequently,1312,research & development,2,4,technical degree,1,4,female,78,2,1,research scientist,1,single,4968,26427,0,y,no,16,3,4,80,0,10,2,3,9,7,0,7
24,no,travel_frequently,897,human resources,10,3,medical,1,1,male,59,3,1,human resources,4,married,2145,2097,0,y,no,14,3,4,80,1,3,2,3,2,2,2,1
31,no,travel_rarely,1003,sales,5,3,technical degree,1,1,male,51,3,2,sales executive,3,married,8346,20943,1,y,no,19,3,3,80,1,6,3,3,5,2,0,2
29,yes,travel_rarely,428,sales,9,3,marketing,1,2,female,52,1,1,sales representative,2,single,2760,14630,1,y,no,13,3,3,80,0,2,3,3,2,2,2,2
30,no,travel_rarely,979,sales,15,2,marketing,1,3,male,94,2,3,sales executive,1,divorced,7140,3088,2,y,no,11,3,1,80,1,12,2,3,7,7,1,7
33,no,non-travel,1283,sales,2,3,marketing,1,4,female,62,3,2,sales executive,2,single,5147,10697,8,y,no,15,3,4,80,0,13,2,2,11,7,1,7
49,no,travel_rarely,1313,sales,11,4,marketing,1,4,female,80,3,2,sales executive,4,single,4507,8191,3,y,no,12,3,3,80,0,8,1,4,5,1,0,4
38,no,travel_frequently,594,research & development,2,2,medical,1,3,female,75,2,1,laboratory technician,2,married,2468,15963,4,y,no,14,3,2,80,1,9,4,2,6,1,0,5
29,no,travel_rarely,590,research & development,4,3,technical degree,1,4,female,91,2,1,research scientist,1,divorced,2109,10007,1,y,no,13,3,3,80,1,1,2,3,1,0,0,0
30,no,travel_rarely,305,research & development,16,3,life sciences,1,3,male,58,4,2,healthcare representative,3,married,5294,9128,3,y,no,16,3,3,80,1,10,3,3,7,0,1,7
32,no,non-travel,953,research & development,5,4,technical degree,1,2,male,65,3,1,research scientist,2,single,2718,17674,2,y,no,14,3,2,80,0,12,3,3,7,7,0,7
38,no,travel_rarely,833,research & development,18,3,medical,1,2,male,60,1,2,healthcare representative,4,married,5811,24539,3,y,yes,16,3,3,80,1,15,2,3,1,0,1,0
33,no,non-travel,775,research & development,4,3,technical degree,1,4,male,90,3,2,research scientist,2,divorced,3055,6194,5,y,no,15,3,4,80,2,11,2,2,9,8,1,7
34,no,non-travel,1375,sales,10,3,life sciences,1,4,male,87,3,2,sales executive,3,divorced,4001,12313,1,y,yes,14,3,3,80,1,15,3,3,15,14,0,7
34,no,travel_rarely,511,sales,3,2,life sciences,1,4,female,32,1,2,sales executive,4,single,6029,25353,5,y,no,12,3,1,80,0,6,3,3,2,2,2,2
21,yes,travel_rarely,337,sales,7,1,marketing,1,2,male,31,3,1,sales representative,2,single,2679,4567,1,y,no,13,3,2,80,0,1,3,3,1,0,1,0
38,no,travel_rarely,1153,research & development,6,2,other,1,4,female,40,2,1,laboratory technician,3,married,3702,16376,1,y,no,11,3,2,80,1,5,3,3,5,4,0,4
31,no,travel_rarely,196,sales,29,4,marketing,1,1,female,91,2,2,sales executive,4,married,5468,13402,1,y,no,14,3,1,80,2,13,3,3,12,7,5,7
51,no,travel_rarely,942,research & development,3,3,technical degree,1,1,female,53,3,3,manager,3,married,13116,22984,2,y,no,11,3,4,80,0,15,2,3,2,2,2,2
37,no,travel_rarely,589,sales,9,2,marketing,1,2,male,46,2,2,sales executive,2,married,4189,8800,1,y,no,14,3,1,80,2,5,2,3,5,2,0,3
36,no,travel_rarely,1383,research & development,10,3,life sciences,1,4,male,90,3,3,healthcare representative,1,married,8321,25949,7,y,yes,13,3,4,80,1,15,1,3,12,8,5,7
37,no,travel_rarely,1239,human resources,8,2,other,1,3,male,89,3,2,human resources,2,divorced,4071,12832,2,y,no,13,3,3,80,0,19,4,2,10,0,4,7
35,yes,travel_rarely,303,sales,27,3,life sciences,1,3,male,84,3,2,sales executive,4,single,5813,13492,1,y,yes,18,3,4,80,0,10,2,3,10,7,7,7
33,no,travel_rarely,867,research & development,8,4,life sciences,1,4,male,90,4,1,research scientist,1,married,3143,6076,6,y,no,19,3,2,80,1,14,1,3,10,8,7,6
46,no,non-travel,849,sales,26,2,life sciences,1,2,male,98,2,2,sales executive,2,single,7991,25166,8,y,no,15,3,3,80,0,6,3,3,2,2,2,2
42,no,travel_rarely,1128,research & development,13,3,medical,1,2,male,95,4,2,healthcare representative,1,married,5538,5696,5,y,no,18,3,3,80,2,10,2,2,0,0,0,0
34,yes,travel_frequently,234,research & development,9,4,life sciences,1,4,male,93,3,2,laboratory technician,1,married,5346,6208,4,y,no,17,3,3,80,1,11,3,2,7,1,0,7
37,yes,travel_rarely,370,research & development,10,4,medical,1,4,male,58,3,2,manufacturing director,1,single,4213,4992,1,y,no,15,3,2,80,0,10,4,1,10,3,0,8
43,no,non-travel,343,research & development,9,3,life sciences,1,1,male,52,3,1,research scientist,3,single,2438,24978,4,y,no,13,3,3,80,0,7,2,2,3,2,1,2
41,no,travel_rarely,447,research & development,5,3,life sciences,1,2,male,85,4,2,healthcare representative,2,single,6870,15530,3,y,no,12,3,1,80,0,11,3,1,3,2,1,2
26,yes,travel_rarely,920,human resources,20,2,medical,1,4,female,69,3,1,human resources,2,married,2148,6889,0,y,yes,11,3,3,80,0,6,3,3,5,1,1,4
40,no,travel_rarely,1194,research & development,1,3,life sciences,1,3,female,52,3,2,healthcare representative,4,divorced,6513,9060,4,y,no,17,3,4,80,1,12,3,3,5,3,0,3
35,no,travel_rarely,185,research & development,23,4,medical,1,2,male,91,1,1,laboratory technician,3,married,2705,9696,0,y,no,16,3,2,80,1,6,2,4,5,4,0,3
40,no,travel_rarely,750,research & development,12,3,life sciences,1,2,female,47,3,2,healthcare representative,1,divorced,4448,10748,2,y,no,12,3,2,80,1,15,3,3,7,4,7,7
54,no,travel_rarely,431,research & development,7,4,medical,1,4,female,68,3,2,research scientist,4,married,6854,15696,4,y,no,15,3,2,80,1,14,2,2,7,1,1,7
31,no,travel_frequently,1125,sales,7,4,marketing,1,1,female,68,3,3,sales executive,1,married,9637,8277,2,y,no,14,3,4,80,2,9,3,3,3,2,2,2
26,no,travel_rarely,572,sales,10,3,medical,1,3,male,46,3,2,sales executive,4,single,4684,9125,1,y,no,13,3,1,80,0,5,4,3,5,3,1,2
58,no,travel_frequently,1216,research & development,15,4,life sciences,1,1,male,87,3,4,research director,3,married,15787,21624,2,y,yes,14,3,2,80,0,23,3,3,2,2,2,2
18,no,non-travel,1431,research & development,14,3,medical,1,2,female,33,3,1,research scientist,3,single,1514,8018,1,y,no,16,3,3,80,0,0,4,1,0,0,0,0
31,yes,travel_rarely,359,human resources,18,5,human resources,1,4,male,89,4,1,human resources,1,married,2956,21495,0,y,no,17,3,3,80,0,2,4,3,1,0,0,0
27,no,travel_frequently,1297,research & development,5,2,life sciences,1,4,female,53,3,1,laboratory technician,4,single,2379,19826,0,y,yes,14,3,3,80,0,6,3,2,5,4,0,2
29,no,travel_frequently,574,research & development,20,1,medical,1,4,male,40,3,1,laboratory technician,4,married,3812,7003,1,y,no,13,3,2,80,0,11,3,4,11,8,3,10
32,no,travel_frequently,1318,sales,10,4,marketing,1,4,male,79,3,2,sales executive,4,single,4648,26075,8,y,no,13,3,3,80,0,4,2,4,0,0,0,0
47,no,travel_rarely,207,research & development,9,4,life sciences,1,2,female,64,3,1,laboratory technician,3,single,2105,5411,4,y,no,12,3,3,80,0,7,2,3,2,2,2,0
46,no,travel_rarely,706,research & development,2,2,life sciences,1,4,male,82,3,3,manufacturing director,4,divorced,8578,19989,3,y,no,14,3,3,80,1,12,4,2,9,8,4,7
28,no,non-travel,280,human resources,1,2,life sciences,1,3,male,43,3,1,human resources,4,divorced,2706,10494,1,y,no,15,3,2,80,1,3,2,3,3,2,2,2
29,no,travel_rarely,726,research & development,29,1,life sciences,1,4,male,93,1,2,healthcare representative,3,divorced,6384,21143,8,y,no,17,3,4,80,2,11,3,3,7,0,1,6
42,no,travel_rarely,1142,research & development,8,3,life sciences,1,4,male,81,3,1,laboratory technician,3,single,3968,13624,4,y,no,13,3,4,80,0,8,3,3,0,0,0,0
32,yes,travel_rarely,414,sales,2,4,marketing,1,3,male,82,2,2,sales executive,2,single,9907,26186,7,y,yes,12,3,3,80,0,7,3,2,2,2,2,2
29,no,travel_rarely,352,human resources,6,1,medical,1,4,male,87,2,1,human resources,2,married,2804,15434,1,y,no,11,3,4,80,0,1,3,3,1,0,0,0
27,no,travel_frequently,1131,research & development,15,3,life sciences,1,4,female,77,2,1,research scientist,1,married,4774,23844,0,y,no,19,3,4,80,1,8,2,2,7,6,7,3
28,no,travel_rarely,1172,sales,3,3,medical,1,2,female,78,3,1,sales representative,2,married,2856,3692,1,y,no,19,3,4,80,1,1,3,3,1,0,0,0
30,yes,travel_rarely,945,sales,9,3,medical,1,2,male,89,3,1,sales representative,4,single,1081,16019,1,y,no,13,3,3,80,0,1,3,2,1,0,0,0
36,no,travel_rarely,1266,sales,10,4,technical degree,1,2,female,63,2,2,sales executive,3,married,5673,6060,1,y,yes,13,3,1,80,1,10,4,3,10,9,1,7
31,no,travel_rarely,311,research & development,20,3,life sciences,1,2,male,89,3,2,laboratory technician,3,divorced,4197,18624,1,y,no,11,3,1,80,1,10,2,3,10,8,0,2
29,no,travel_rarely,592,research & development,7,3,life sciences,1,4,male,59,3,1,laboratory technician,1,single,2062,19384,3,y,no,14,3,2,80,0,11,2,3,3,2,1,2
35,no,travel_rarely,219,research & development,16,2,other,1,4,female,44,2,2,manufacturing director,2,married,4788,25388,0,y,yes,11,3,4,80,0,4,2,3,3,2,0,2
45,no,travel_rarely,556,research & development,25,2,life sciences,1,2,female,93,2,2,manufacturing director,4,married,5906,23888,0,y,no,13,3,4,80,2,10,2,2,9,8,3,8
26,no,travel_rarely,482,research & development,1,2,life sciences,1,2,female,90,2,1,research scientist,3,married,2933,14908,1,y,yes,13,3,3,80,1,1,3,2,1,0,1,0
56,yes,travel_rarely,1162,research & development,24,2,life sciences,1,1,male,97,3,1,laboratory technician,4,single,2587,10261,1,y,no,16,3,4,80,0,5,3,3,4,2,1,0
36,no,travel_rarely,335,sales,17,2,marketing,1,3,male,33,2,2,sales executive,2,married,5507,16822,2,y,no,16,3,3,80,2,12,1,1,4,2,1,3
31,no,travel_rarely,1079,sales,10,2,medical,1,3,female,86,3,2,sales executive,4,divorced,6583,20115,2,y,yes,11,3,4,80,1,8,2,3,5,2,1,4
34,no,travel_rarely,735,sales,3,1,medical,1,4,female,75,2,2,sales executive,4,married,8103,16495,3,y,yes,12,3,3,80,0,9,3,2,4,2,0,1
26,no,travel_frequently,1096,research & development,6,3,other,1,3,male,61,4,1,laboratory technician,4,married,2544,7102,0,y,no,18,3,1,80,1,8,3,3,7,7,7,7
45,no,travel_frequently,1297,research & development,1,4,medical,1,2,male,44,3,2,healthcare representative,3,single,5399,14511,4,y,no,12,3,3,80,0,12,3,3,4,2,0,3
33,no,travel_rarely,217,sales,10,4,marketing,1,2,male,43,3,2,sales executive,3,single,5487,10410,1,y,no,14,3,2,80,0,10,2,2,10,4,0,9
28,no,travel_frequently,783,sales,1,2,life sciences,1,3,male,42,2,2,sales executive,4,married,6834,19255,1,y,yes,12,3,3,80,1,7,2,3,7,7,0,7
29,yes,travel_frequently,746,sales,24,3,technical degree,1,3,male,45,4,1,sales representative,1,single,1091,10642,1,y,no,17,3,4,80,0,1,3,3,1,0,0,0
39,no,non-travel,1251,sales,21,4,life sciences,1,1,female,32,1,2,sales executive,3,married,5736,3987,6,y,no,19,3,3,80,1,10,1,3,3,2,1,2
27,no,travel_rarely,1354,research & development,2,4,technical degree,1,2,male,41,3,1,research scientist,2,married,2226,6073,1,y,no,11,3,3,80,1,6,3,2,5,3,1,2
34,no,travel_frequently,735,research & development,22,4,other,1,3,male,86,2,2,research scientist,4,married,5747,26496,1,y,yes,15,3,2,80,0,16,3,3,15,10,6,11
47,no,non-travel,1169,research & development,14,4,technical degree,1,3,male,64,3,2,research scientist,2,married,5467,2125,8,y,no,18,3,3,80,1,16,4,4,8,7,1,7
56,no,travel_rarely,1443,sales,11,5,marketing,1,4,female,89,2,2,sales executive,1,married,5380,20328,4,y,no,16,3,3,80,1,6,3,3,0,0,0,0
32,yes,travel_frequently,238,research & development,5,2,life sciences,1,1,female,47,4,1,research scientist,3,single,2432,15318,3,y,yes,14,3,1,80,0,8,2,3,4,1,0,3
42,no,travel_rarely,419,sales,12,4,marketing,1,2,male,77,3,2,sales executive,4,divorced,5087,2900,3,y,yes,12,3,3,80,2,14,4,3,0,0,0,0
27,yes,travel_frequently,1337,human resources,22,3,human resources,1,1,female,58,2,1,human resources,2,married,2863,19555,1,y,no,12,3,1,80,0,1,2,3,1,0,0,0
35,no,travel_rarely,682,sales,18,4,medical,1,2,male,71,3,2,sales executive,1,married,5561,15975,0,y,no,16,3,4,80,1,6,2,1,5,3,0,4
28,no,non-travel,1103,research & development,16,3,medical,1,3,male,49,3,1,research scientist,3,single,2144,2122,1,y,no,14,3,3,80,0,5,3,2,5,3,1,4
31,no,non-travel,976,research & development,3,2,medical,1,3,male,48,3,1,research scientist,1,divorced,3065,3995,1,y,yes,13,3,4,80,1,4,3,4,4,2,2,3
34,no,travel_rarely,1239,sales,13,4,medical,1,4,male,39,3,3,sales executive,3,divorced,8628,22914,1,y,no,18,3,3,80,1,9,2,2,8,7,1,1
28,yes,travel_rarely,1404,research & development,17,3,technical degree,1,3,male,32,2,1,laboratory technician,4,divorced,2367,18779,5,y,no,12,3,1,80,1,6,2,2,4,1,0,3
38,no,travel_rarely,1404,sales,1,3,life sciences,1,1,male,59,2,1,sales representative,1,single,2858,11473,4,y,no,14,3,1,80,0,20,3,2,1,0,0,0
35,no,travel_rarely,1224,sales,7,4,life sciences,1,3,female,55,3,2,sales executive,4,married,5204,13586,1,y,yes,11,3,4,80,0,10,2,3,10,8,0,9
31,yes,travel_frequently,754,sales,26,4,marketing,1,1,male,63,3,2,sales executive,4,married,5617,21075,1,y,yes,11,3,3,80,0,10,4,3,10,7,0,8
53,yes,travel_rarely,1168,sales,24,4,life sciences,1,1,male,66,3,3,sales executive,1,single,10448,5843,6,y,yes,13,3,2,80,0,15,2,2,2,2,2,2
43,no,travel_rarely,574,research & development,11,3,life sciences,1,1,male,30,3,3,healthcare representative,3,married,7510,16873,1,y,no,17,3,2,80,1,10,1,3,10,9,0,9
38,no,travel_frequently,1444,human resources,1,4,other,1,4,male,88,3,1,human resources,2,married,2991,5224,0,y,yes,11,3,2,80,1,7,2,3,6,2,1,2
54,no,travel_rarely,157,research & development,10,3,medical,1,3,female,77,3,2,manufacturing director,1,single,4440,25198,6,y,yes,19,3,4,80,0,9,3,3,5,2,1,4
24,no,travel_rarely,771,research & development,1,2,life sciences,1,2,male,45,2,2,healthcare representative,3,single,4617,14120,1,y,no,12,3,2,80,0,4,2,2,4,3,1,2
40,no,travel_rarely,444,sales,2,2,marketing,1,2,female,92,3,2,sales executive,2,married,5677,4258,3,y,no,14,3,3,80,1,15,4,3,11,8,5,10
25,no,travel_rarely,309,human resources,2,3,human resources,1,3,female,82,3,1,human resources,2,married,2187,19655,4,y,no,14,3,3,80,0,6,3,3,2,0,1,2
25,no,travel_rarely,977,research & development,2,1,other,1,4,male,57,3,1,laboratory technician,3,divorced,3977,7298,6,y,yes,19,3,3,80,1,7,2,2,2,2,0,2
38,no,travel_rarely,1321,sales,1,4,life sciences,1,4,male,86,3,2,sales executive,2,married,4440,7636,0,y,no,15,3,1,80,2,16,3,3,15,13,5,8
31,no,travel_rarely,1154,sales,2,2,life sciences,1,1,male,54,3,1,sales representative,3,married,3067,6393,0,y,no,19,3,3,80,1,3,1,3,2,2,1,2
38,no,travel_frequently,508,research & development,6,4,life sciences,1,1,male,72,2,2,manufacturing director,3,married,5321,14284,2,y,no,11,3,4,80,1,10,1,3,8,3,7,7
42,no,travel_rarely,557,research & development,18,4,life sciences,1,4,male,35,3,2,research scientist,1,divorced,5410,11189,6,y,yes,17,3,3,80,1,9,3,2,4,3,1,2
47,no,non-travel,1162,research & development,1,1,medical,1,3,female,98,3,3,research director,2,married,11957,17231,0,y,no,18,3,1,80,2,14,3,1,13,8,5,12
35,no,travel_rarely,1490,research & development,11,4,medical,1,4,male,43,3,1,laboratory technician,3,married,2660,20232,7,y,yes,11,3,3,80,1,5,3,3,2,2,2,2
22,no,travel_rarely,581,research & development,1,2,life sciences,1,4,male,63,3,1,research scientist,3,single,3375,17624,0,y,no,12,3,4,80,0,4,2,4,3,2,1,2
32,no,travel_rarely,267,research & development,29,4,life sciences,1,3,female,49,2,1,laboratory technician,2,single,2837,15919,1,y,no,13,3,3,80,0,6,3,3,6,2,4,1
40,no,travel_rarely,543,research & development,1,4,life sciences,1,1,male,83,3,1,laboratory technician,4,married,2406,4060,8,y,no,19,3,3,80,2,8,3,2,1,0,0,0
32,no,travel_rarely,234,sales,1,4,medical,1,2,male,68,2,1,sales representative,2,married,2269,18024,0,y,no,14,3,2,80,1,3,2,3,2,2,2,2
39,no,travel_rarely,116,research & development,24,1,life sciences,1,1,male,52,3,2,research scientist,4,single,4108,5340,7,y,no,13,3,1,80,0,18,2,3,7,7,1,7
32,no,travel_rarely,801,sales,1,4,marketing,1,3,female,48,3,3,sales executive,4,married,10422,24032,1,y,no,19,3,3,80,2,14,3,3,14,10,5,7
52,no,non-travel,585,sales,29,4,life sciences,1,1,male,40,3,1,sales representative,4,divorced,3482,19788,2,y,no,15,3,2,80,2,16,3,2,9,8,0,0
44,no,travel_rarely,1037,research & development,1,3,medical,1,2,male,42,3,1,research scientist,4,single,2436,13422,6,y,yes,12,3,3,80,0,6,2,3,4,3,1,2
23,yes,travel_frequently,638,sales,9,3,marketing,1,4,male,33,3,1,sales representative,1,married,1790,26956,1,y,no,19,3,1,80,1,1,3,2,1,0,1,0
36,no,travel_rarely,557,sales,3,3,medical,1,1,female,94,2,3,sales executive,4,married,7644,12695,0,y,no,19,3,3,80,2,10,2,3,9,7,3,4
32,no,travel_rarely,529,research & development,2,3,technical degree,1,4,male,78,3,1,research scientist,1,single,2439,11288,1,y,no,14,3,4,80,0,4,4,3,4,2,1,2
35,no,travel_rarely,1146,human resources,26,4,life sciences,1,3,female,31,3,3,human resources,4,single,8837,16642,1,y,yes,16,3,3,80,0,9,2,3,9,0,1,7
38,no,travel_rarely,345,sales,10,2,life sciences,1,1,female,100,3,2,sales executive,4,married,5343,5982,1,y,no,11,3,3,80,1,10,1,3,10,7,1,9
50,yes,travel_frequently,878,sales,1,4,life sciences,1,2,male,94,3,2,sales executive,3,divorced,6728,14255,7,y,no,12,3,4,80,2,12,3,3,6,3,0,1
36,no,travel_rarely,1120,sales,11,4,marketing,1,2,female,100,2,2,sales executive,4,married,6652,14369,4,y,no,13,3,1,80,1,8,2,2,6,3,0,0
45,no,travel_rarely,374,sales,20,3,life sciences,1,4,female,50,3,2,sales executive,3,single,4850,23333,8,y,no,15,3,3,80,0,8,3,3,5,3,0,1
40,no,travel_rarely,1322,research & development,2,4,life sciences,1,3,male,52,2,1,research scientist,3,single,2809,2725,2,y,no,14,3,4,80,0,8,2,3,2,2,2,2
35,no,travel_frequently,1199,research & development,18,4,life sciences,1,3,male,80,3,2,healthcare representative,3,married,5689,24594,1,y,yes,14,3,4,80,2,10,2,4,10,2,0,2
29,no,travel_rarely,1378,research & development,13,2,other,1,4,male,46,2,2,laboratory technician,2,married,4025,23679,4,y,yes,13,3,1,80,1,10,2,3,4,3,0,3
29,no,travel_rarely,468,research & development,28,4,medical,1,4,female,73,2,1,research scientist,1,single,3785,8489,1,y,no,14,3,2,80,0,5,3,1,5,4,0,4
50,yes,travel_rarely,410,sales,28,3,marketing,1,4,male,39,2,3,sales executive,1,divorced,10854,16586,4,y,yes,13,3,2,80,1,20,3,3,3,2,2,0
31,no,non-travel,325,research & development,5,3,medical,1,2,male,74,3,2,manufacturing director,1,single,9936,3787,0,y,no,19,3,2,80,0,10,2,3,9,4,1,7
26,no,travel_rarely,1167,sales,5,3,other,1,4,female,30,2,1,sales representative,3,single,2966,21378,0,y,no,18,3,4,80,0,5,2,3,4,2,0,0
36,no,travel_frequently,884,research & development,23,2,medical,1,3,male,41,4,2,laboratory technician,4,married,2571,12290,4,y,no,17,3,3,80,1,17,3,3,5,2,0,3
49,no,travel_frequently,1023,sales,2,3,medical,1,4,male,63,2,2,sales executive,2,married,5390,13243,2,y,no,14,3,4,80,0,17,3,2,9,6,0,8
34,no,travel_rarely,628,research & development,8,3,medical,1,2,male,82,4,2,laboratory technician,3,married,4404,10228,2,y,no,12,3,1,80,0,6,3,4,4,3,1,2
